locus_tag	ftype	length_bp	gene	EC_number	COG	product
NOLKDBPD_04423	CDS	315	ygiN	1.-.-.-	COG1359	putative quinol monooxygenase YgiN
NOLKDBPD_04424	CDS	582	mdaB	1.6.5.10	COG2249	NADPH:quinone oxidoreductase MdaB
NOLKDBPD_04425	CDS	1350	qseC	2.7.13.3		Sensor protein QseC
NOLKDBPD_04426	CDS	660	qseB			Transcriptional regulatory protein QseB
NOLKDBPD_04427	CDS	396	ygiW_2		COG3111	Protein YgiW
NOLKDBPD_04428	CDS	870	rhaS_11			HTH-type transcriptional activator RhaS
NOLKDBPD_04429	CDS	2259	parC	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
NOLKDBPD_04430	CDS	738	plsC	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
NOLKDBPD_04431	CDS	1413	ftsP		COG2132	Cell division protein FtsP
NOLKDBPD_04432	CDS	2184				hypothetical protein
NOLKDBPD_04433	CDS	528				hypothetical protein
NOLKDBPD_04434	CDS	828	dkgA	1.1.1.274	COG0656	2,5-diketo-D-gluconic acid reductase A
NOLKDBPD_04435	CDS	1164	yqhD	1.1.1.-	COG1979	Alcohol dehydrogenase YqhD
NOLKDBPD_04436	CDS	900	rhaS_12			HTH-type transcriptional activator RhaS
NOLKDBPD_04437	CDS	660	yghB		COG0586	Inner membrane protein YghB
NOLKDBPD_04438	CDS	1188	metC_2	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
NOLKDBPD_04439	CDS	732	exbB		COG0811	Biopolymer transport protein ExbB
NOLKDBPD_04440	CDS	426	exbD		COG0848	Biopolymer transport protein ExbD
NOLKDBPD_04441	CDS	1419	yicJ_1		COG2211	Inner membrane symporter YicJ
NOLKDBPD_04442	CDS	1524		3.2.1.-		Beta-xylosidase
NOLKDBPD_04443	CDS	495				hypothetical protein
NOLKDBPD_04444	CDS	888				hypothetical protein
NOLKDBPD_04445	CDS	288				hypothetical protein
NOLKDBPD_04446	CDS	867	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
NOLKDBPD_04447	CDS	561				hypothetical protein
NOLKDBPD_04448	CDS	1866	gss		COG0754	Bifunctional glutathionylspermidine synthetase/amidase
NOLKDBPD_04449	CDS	1182	lysN_3	2.6.1.39	COG1167	2-aminoadipate transaminase
NOLKDBPD_04450	CDS	90				hypothetical protein
NOLKDBPD_04451	CDS	189				hypothetical protein
NOLKDBPD_04452	CDS	345				hypothetical protein
NOLKDBPD_04453	CDS	603				hypothetical protein
NOLKDBPD_04454	CDS	912	dmlR_17			HTH-type transcriptional regulator DmlR
NOLKDBPD_04455	CDS	1149	metC_3	4.4.1.13	COG0626	Cystathionine beta-lyase
NOLKDBPD_04456	CDS	1377	cbs	4.2.1.22	COG0031	Putative cystathionine beta-synthase
NOLKDBPD_04457	CDS	516				hypothetical protein
NOLKDBPD_04458	CDS	681	elfD_1		COG3121	putative fimbrial chaperone protein ElfD
NOLKDBPD_04459	CDS	549				hypothetical protein
NOLKDBPD_04460	CDS	579				hypothetical protein
NOLKDBPD_04461	CDS	774	elfD_2		COG3121	putative fimbrial chaperone protein ElfD
NOLKDBPD_04462	CDS	765	yraI_3			putative fimbrial chaperone YraI
NOLKDBPD_04463	CDS	2595	yraJ		COG3188	Outer membrane usher protein YraJ
NOLKDBPD_04464	CDS	2082				hypothetical protein
NOLKDBPD_04465	CDS	864	intA_3		COG0582	Prophage integrase IntA
NOLKDBPD_04466	tRNA	76				tRNA-Phe(gaa)
NOLKDBPD_04467	CDS	714	ydfK_3		COG1811	putative membrane protein YdfK
NOLKDBPD_04468	CDS	2139	speC	4.1.1.17	COG1982	Constitutive ornithine decarboxylase
NOLKDBPD_04469	CDS	1254	nupG			Nucleoside permease NupG
NOLKDBPD_04470	CDS	1086	mltC	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase C
NOLKDBPD_04471	CDS	276	yggX		COG2924	putative Fe(2+)-trafficking protein
NOLKDBPD_04472	CDS	1059	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
NOLKDBPD_04473	CDS	720	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
NOLKDBPD_04474	CDS	327			COG3171	putative protein
NOLKDBPD_04475	CDS	717				hypothetical protein
NOLKDBPD_04476	CDS	1248	xylH_1		COG4214	Xylose transport system permease protein XylH
NOLKDBPD_04477	CDS	810	frcA_2	7.5.2.-	COG1129	Fructose import ATP-binding protein FrcA
NOLKDBPD_04478	CDS	1047	xylF_1		COG4213	D-xylose-binding periplasmic protein
NOLKDBPD_04479	CDS	1140	hemW		COG0635	Heme chaperone HemW
NOLKDBPD_04480	CDS	594	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
NOLKDBPD_04481	CDS	291				hypothetical protein
NOLKDBPD_04482	CDS	567				hypothetical protein
NOLKDBPD_04483	CDS	702	yggS		COG0325	Pyridoxal phosphate homeostasis protein
NOLKDBPD_04484	CDS	981	yggR		COG2805	putative protein YggR
NOLKDBPD_04485	CDS	654	csgD		COG2771	CsgBAC operon transcriptional regulatory protein
NOLKDBPD_04486	CDS	417	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
NOLKDBPD_04487	CDS	564				hypothetical protein
NOLKDBPD_04488	CDS	951	gshB	6.3.2.3	COG0189	Glutathione synthetase
NOLKDBPD_04489	CDS	732	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
NOLKDBPD_04490	CDS	708	endA	3.1.21.1	COG2356	Endonuclease-1
NOLKDBPD_04491	CDS	459	sprT			Protein SprT
NOLKDBPD_04492	CDS	1395	galP			Galactose-proton symporter
NOLKDBPD_04493	CDS	1155	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
NOLKDBPD_04494	CDS	1977	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
NOLKDBPD_04495	CDS	921	speB	3.5.3.11	COG0010	Agmatinase
NOLKDBPD_04496	CDS	759	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
NOLKDBPD_04497	CDS	1086				hypothetical protein
NOLKDBPD_04498	CDS	567	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
NOLKDBPD_04499	CDS	1032	metN_3	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
NOLKDBPD_04500	CDS	654	metI_4		COG2011	D-methionine transport system permease protein MetI
NOLKDBPD_04501	CDS	816	metQ_4		COG1464	D-methionine-binding lipoprotein MetQ
NOLKDBPD_04502	CDS	408	rcsF			Outer membrane lipoprotein RcsF
NOLKDBPD_04503	CDS	708	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
NOLKDBPD_04504	CDS	1719	proS	6.1.1.15	COG0442	Proline--tRNA ligase
NOLKDBPD_04505	CDS	843				hypothetical protein
NOLKDBPD_04506	CDS	699	nlpE		COG3015	Lipoprotein NlpE
NOLKDBPD_04507	CDS	414	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
NOLKDBPD_04508	CDS	546	yaeQ		COG4681	putative protein YaeQ
NOLKDBPD_04509	CDS	201				hypothetical protein
NOLKDBPD_04510	CDS	261	rof		COG4568	Protein rof
NOLKDBPD_04511	CDS	1314	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
NOLKDBPD_04512	CDS	390				hypothetical protein
NOLKDBPD_04513	CDS	2190	ldcC	4.1.1.18	COG1982	Constitutive lysine decarboxylase
NOLKDBPD_04514	CDS	960	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
NOLKDBPD_04515	CDS	3483	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
NOLKDBPD_04516	CDS	600	rnhB	3.1.26.4	COG0164	Ribonuclease HII
NOLKDBPD_04517	CDS	1152	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
NOLKDBPD_04518	CDS	789	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
NOLKDBPD_04519	CDS	456	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
NOLKDBPD_04520	CDS	1026	lpxD_2	2.3.1.191	COG1044	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
NOLKDBPD_04521	CDS	486	skp		COG2825	Chaperone protein Skp
NOLKDBPD_04522	CDS	2430	bamA_2		COG4775	Outer membrane protein assembly factor BamA
NOLKDBPD_04523	CDS	1353	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
NOLKDBPD_04524	CDS	783	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
NOLKDBPD_04525	CDS	777	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
NOLKDBPD_04526	CDS	1203	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
NOLKDBPD_04527	CDS	558	frr		COG0233	Ribosome-recycling factor
NOLKDBPD_04528	CDS	726	pyrH	2.7.4.22	COG0528	Uridylate kinase
NOLKDBPD_04529	CDS	852	tsf		COG0264	Elongation factor Ts
NOLKDBPD_04530	CDS	726	rpsB		COG0052	30S ribosomal protein S2
NOLKDBPD_04531	CDS	795	map_2	3.4.11.18	COG0024	Methionine aminopeptidase
NOLKDBPD_04532	CDS	2664	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
NOLKDBPD_04533	CDS	825	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
NOLKDBPD_04534	CDS	387				hypothetical protein
NOLKDBPD_04535	CDS	1212	cdaR_2		COG3835	Carbohydrate diacid regulator
NOLKDBPD_04536	CDS	1434	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
NOLKDBPD_04537	CDS	1515	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
NOLKDBPD_04538	CDS	699	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
NOLKDBPD_04539	CDS	801	btuF_3		COG0614	Vitamin B12-binding protein
NOLKDBPD_04540	CDS	624				hypothetical protein
NOLKDBPD_04541	CDS	345	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
NOLKDBPD_04542	CDS	1512	clcA		COG0038	H(+)/Cl(-) exchange transporter ClcA
NOLKDBPD_04543	CDS	1281	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
NOLKDBPD_04544	CDS	1983	fhuB		COG0609	Iron(3+)-hydroxamate import system permease protein FhuB
NOLKDBPD_04545	CDS	891	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
NOLKDBPD_04546	CDS	798	fhuC_2	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
NOLKDBPD_04547	CDS	2208	fhuA_2		COG1629	Ferrichrome outer membrane transporter/phage receptor
NOLKDBPD_04548	CDS	2553	mrcB		COG0744	Penicillin-binding protein 1B
NOLKDBPD_04549	CDS	558				hypothetical protein
NOLKDBPD_04550	CDS	3309	pulA	3.2.1.41		Pullulanase
NOLKDBPD_04551	CDS	843	outC		COG3031	Type II secretion system protein C
NOLKDBPD_04552	CDS	1956	pulD			Secretin PulD
NOLKDBPD_04553	CDS	1494	epsE_1		COG2804	Type II secretion system protein E
NOLKDBPD_04554	CDS	1215	epsF_1		COG1459	Type II secretion system protein F
NOLKDBPD_04555	CDS	423	pulG			Type II secretion system protein G
NOLKDBPD_04556	CDS	474				hypothetical protein
NOLKDBPD_04557	CDS	366				hypothetical protein
NOLKDBPD_04558	CDS	597	xcpW		COG4795	Type II secretion system protein J
NOLKDBPD_04559	CDS	987	gspK		COG3156	Putative type II secretion system protein K
NOLKDBPD_04560	CDS	1164	epsL		COG3297	Type II secretion system protein L
NOLKDBPD_04561	CDS	486	epsM		COG3149	Type II secretion system protein M
NOLKDBPD_04562	CDS	747	outN			Type II secretion system protein N
NOLKDBPD_04563	CDS	801	outO			Type 4 prepilin-like proteins leader peptide-processing enzyme
NOLKDBPD_04564	CDS	2406	hrpB	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
NOLKDBPD_04565	CDS	537	thpR	3.1.4.58	COG1514	RNA 2',3'-cyclic phosphodiesterase
NOLKDBPD_04566	CDS	717	sfsA		COG1489	Sugar fermentation stimulation protein A
NOLKDBPD_04567	CDS	456	dksA		COG1734	RNA polymerase-binding transcription factor DksA
NOLKDBPD_04568	CDS	882	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
NOLKDBPD_04569	CDS	1362	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
NOLKDBPD_04570	CDS	480	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
NOLKDBPD_04571	CDS	792	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
NOLKDBPD_04572	CDS	855	panC	6.3.2.1	COG0414	Pantothenate synthetase
NOLKDBPD_04573	CDS	381	panD	4.1.1.11		Aspartate 1-decarboxylase
NOLKDBPD_04574	CDS	1254				hypothetical protein
NOLKDBPD_04575	CDS	441				hypothetical protein
NOLKDBPD_04576	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
NOLKDBPD_04577	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
NOLKDBPD_04578	CDS	663	can_2	4.2.1.1	COG0288	Carbonic anhydrase 2
NOLKDBPD_04579	CDS	537	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
NOLKDBPD_04580	CDS	2391	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
NOLKDBPD_04581	CDS	1599	cueO		COG2132	Blue copper oxidase CueO
NOLKDBPD_04582	CDS	360				hypothetical protein
NOLKDBPD_04583	CDS	411				hypothetical protein
NOLKDBPD_04584	CDS	1860				hypothetical protein
NOLKDBPD_04585	CDS	861	speE	2.5.1.-	COG0421	Polyamine aminopropyltransferase
NOLKDBPD_04586	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
NOLKDBPD_04587	CDS	363				hypothetical protein
NOLKDBPD_04588	CDS	2598	acnB	4.2.1.3	COG1049	Aconitate hydratase B
NOLKDBPD_04589	CDS	1608				hypothetical protein
NOLKDBPD_04590	CDS	807				hypothetical protein
NOLKDBPD_04591	CDS	285				hypothetical protein
NOLKDBPD_04592	CDS	1425	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
NOLKDBPD_04593	CDS	1899	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
NOLKDBPD_04594	CDS	2664	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
NOLKDBPD_04595	CDS	780	pdhR		COG2186	Pyruvate dehydrogenase complex repressor
NOLKDBPD_04596	CDS	1371	aroP_2		COG1113	Aromatic amino acid transport protein AroP
NOLKDBPD_04597	CDS	1053	yicJ_2		COG2211	Inner membrane symporter YicJ
NOLKDBPD_04598	CDS	264				hypothetical protein
NOLKDBPD_04599	CDS	951		3.2.1.55	COG3940	Extracellular exo-alpha-(1->5)-L-arabinofuranosidase
NOLKDBPD_04600	CDS	855	ampE		COG3725	Protein AmpE
NOLKDBPD_04601	CDS	564	ampD	3.5.1.28	COG3023	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
NOLKDBPD_04602	CDS	894	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
NOLKDBPD_04603	CDS	432				hypothetical protein
NOLKDBPD_04604	CDS	1386	epsE_2		COG2804	Type II secretion system protein E
NOLKDBPD_04605	CDS	1206	epsF_2		COG1459	Type II secretion system protein F
NOLKDBPD_04606	CDS	1044	guaC	1.7.1.7	COG0516	GMP reductase
NOLKDBPD_04607	CDS	621	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
NOLKDBPD_04608	CDS	744	zapD		COG4582	Cell division protein ZapD
NOLKDBPD_04609	CDS	195	yacG		COG3024	DNA gyrase inhibitor YacG
NOLKDBPD_04610	CDS	393	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
NOLKDBPD_04611	CDS	2706	secA		COG0653	Protein translocase subunit SecA
NOLKDBPD_04612	CDS	504	secM			Secretion monitor
NOLKDBPD_04613	CDS	918	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
NOLKDBPD_04614	CDS	1152	ftsZ		COG0206	Cell division protein FtsZ
NOLKDBPD_04615	CDS	1263	ftsA_2		COG0849	Cell division protein FtsA
NOLKDBPD_04616	CDS	831	ftsQ		COG1589	Cell division protein FtsQ
NOLKDBPD_04617	CDS	921	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
NOLKDBPD_04618	CDS	570	murC_1	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
NOLKDBPD_04619	CDS	1017	murC_2	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
NOLKDBPD_04620	CDS	1047	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
NOLKDBPD_04621	CDS	1275	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
NOLKDBPD_04622	CDS	1317	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
NOLKDBPD_04623	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
NOLKDBPD_04624	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
NOLKDBPD_04625	CDS	1488	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
NOLKDBPD_04626	CDS	1767	ftsI_2	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
NOLKDBPD_04627	CDS	366	ftsL		COG3116	Cell division protein FtsL
NOLKDBPD_04628	CDS	942	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
NOLKDBPD_04629	CDS	459	mraZ		COG2001	Transcriptional regulator MraZ
NOLKDBPD_04630	CDS	1005	cra_2		COG1609	Catabolite repressor/activator
NOLKDBPD_04631	CDS	492	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
NOLKDBPD_04632	CDS	1725	ilvI_2	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
NOLKDBPD_04633	CDS	951	leuO			HTH-type transcriptional regulator LeuO
NOLKDBPD_04634	CDS	1572	leuA_2	2.3.3.13	COG0119	2-isopropylmalate synthase
NOLKDBPD_04635	CDS	1092	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
NOLKDBPD_04636	CDS	1401	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
NOLKDBPD_04637	CDS	606	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
NOLKDBPD_04638	CDS	2034		1.-.-.-		NADH oxidase
NOLKDBPD_04639	CDS	864	aroE_2	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
NOLKDBPD_04640	CDS	1215	ydiM			Inner membrane transport protein YdiM
NOLKDBPD_04641	CDS	756	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
NOLKDBPD_04642	CDS	897	gltC_5			HTH-type transcriptional regulator GltC
NOLKDBPD_04643	CDS	1311	gudP_2			putative glucarate transporter
NOLKDBPD_04644	CDS	1185	setA			Sugar efflux transporter A
NOLKDBPD_04645	CDS	153				hypothetical protein
NOLKDBPD_04646	CDS	1656	sgrR_2		COG4533	HTH-type transcriptional regulator SgrR
NOLKDBPD_04647	CDS	984	thiB		COG4143	Thiamine-binding periplasmic protein
NOLKDBPD_04648	CDS	1611				hypothetical protein
NOLKDBPD_04649	CDS	702	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
NOLKDBPD_04650	CDS	768	yabI_2		COG0586	Inner membrane protein YabI
NOLKDBPD_04651	CDS	846	araC_2			Arabinose operon regulatory protein
NOLKDBPD_04652	CDS	1710	araB_2	2.7.1.16	COG1069	Ribulokinase
NOLKDBPD_04653	CDS	1503	araA	5.3.1.4	COG2160	L-arabinose isomerase
NOLKDBPD_04654	CDS	696	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
NOLKDBPD_04655	CDS	2358	polB	2.7.7.7	COG0417	DNA polymerase II
NOLKDBPD_04656	CDS	2907	rapA_2	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
NOLKDBPD_04657	CDS	660	rluA_2	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
NOLKDBPD_04658	CDS	540	citX	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
NOLKDBPD_04659	CDS	1365	cimH		COG3493	Citrate/malate transporter
NOLKDBPD_04660	CDS	1626	citA	2.7.13.3	COG3290	Sensor histidine kinase CitA
NOLKDBPD_04661	CDS	699	citB		COG4565	Transcriptional regulatory protein CitB
NOLKDBPD_04662	CDS	828	djlA		COG1076	Co-chaperone protein DjlA
NOLKDBPD_04663	CDS	2349	lptD		COG1452	LPS-assembly protein LptD
NOLKDBPD_04664	CDS	1287	surA	5.2.1.8	COG0760	Chaperone SurA
NOLKDBPD_04665	CDS	990	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
NOLKDBPD_04666	CDS	822	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
NOLKDBPD_04667	CDS	378	apaG		COG2967	Protein ApaG
NOLKDBPD_04668	CDS	849	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
NOLKDBPD_04669	CDS	480				IS1595 family transposase ISSsu9
NOLKDBPD_04670	CDS	1866	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
NOLKDBPD_04671	CDS	534	kefF_2	1.6.5.2	COG2249	Glutathione-regulated potassium-efflux system ancillary protein KefF
NOLKDBPD_04672	CDS	234	ygdR_4			putative lipoprotein YgdR
NOLKDBPD_04673	CDS	3225	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
NOLKDBPD_04674	CDS	1149	carA_2	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
NOLKDBPD_04675	CDS	822	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
NOLKDBPD_04676	CDS	630				hypothetical protein
NOLKDBPD_04677	CDS	930	dmlR_18			HTH-type transcriptional regulator DmlR
NOLKDBPD_04678	CDS	366	yhaI		COG3152	Inner membrane protein YhaI
NOLKDBPD_04679	CDS	915	rihC	3.2.-.-	COG1957	Non-specific ribonucleoside hydrolase RihC
NOLKDBPD_04680	CDS	951	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
NOLKDBPD_04681	CDS	450	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
NOLKDBPD_04682	CDS	501	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
NOLKDBPD_04683	CDS	2853	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
NOLKDBPD_04684	CDS	939	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
NOLKDBPD_04685	CDS	210				hypothetical protein
NOLKDBPD_04686	CDS	897	nhaR		COG0583	Transcriptional activator protein NhaR
NOLKDBPD_04687	CDS	1224	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
NOLKDBPD_04688	CDS	1134	dnaJ		COG0484	Chaperone protein DnaJ
NOLKDBPD_04689	CDS	1917	dnaK_2		COG0443	Chaperone protein DnaK
NOLKDBPD_04690	CDS	405				hypothetical protein
NOLKDBPD_04691	CDS	750				hypothetical protein
NOLKDBPD_04692	CDS	567	satP		COG1584	Succinate-acetate/proton symporter SatP
NOLKDBPD_04693	CDS	1305	proP_2			Proline/betaine transporter
NOLKDBPD_04694	CDS	588	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
NOLKDBPD_04695	CDS	954	talB_2	2.2.1.2	COG0176	Transaldolase B
NOLKDBPD_04696	CDS	1431	alsT		COG1115	Amino-acid carrier protein AlsT
NOLKDBPD_04697	CDS	774	yaaA		COG3022	Peroxide stress resistance protein YaaA
NOLKDBPD_04698	CDS	378				hypothetical protein
NOLKDBPD_04699	CDS	1281	thrC	4.2.3.1	COG0498	Threonine synthase
NOLKDBPD_04700	CDS	930	thrB	2.7.1.39	COG0083	Homoserine kinase
NOLKDBPD_04701	CDS	2463	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
NOLKDBPD_04702	CDS	687	trmL_1	2.1.1.207		tRNA (cytidine(34)-2'-O)-methyltransferase
NOLKDBPD_04703	CDS	717	arcA		COG0745	Aerobic respiration control protein ArcA
NOLKDBPD_04704	CDS	1359	creD		COG4452	Inner membrane protein CreD
NOLKDBPD_04705	CDS	1425	creC	2.7.13.3	COG0642	Sensor protein CreC
NOLKDBPD_04706	CDS	279	creB_1		COG0745	Transcriptional regulatory protein CreB
NOLKDBPD_04707	CDS	456	creB_2		COG0745	Transcriptional regulatory protein CreB
NOLKDBPD_04708	CDS	474				hypothetical protein
NOLKDBPD_04709	CDS	870	rob_3		COG2207	Right origin-binding protein
NOLKDBPD_04710	CDS	648	cobC_2	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
NOLKDBPD_04711	CDS	516	yjjX	3.6.1.-	COG1986	Inosine/xanthosine triphosphatase
NOLKDBPD_04712	CDS	330	trpR		COG2973	Trp operon repressor
NOLKDBPD_04713	CDS	1938	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
NOLKDBPD_04714	CDS	1668	ettA		COG0488	Energy-dependent translational throttle protein EttA
NOLKDBPD_04715	CDS	1233	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
NOLKDBPD_04716	CDS	1383	radA	3.6.4.-	COG1066	DNA repair protein RadA
NOLKDBPD_04717	CDS	972	serB	3.1.3.3	COG0560	Phosphoserine phosphatase
NOLKDBPD_04718	CDS	648	ytjB		COG3726	putative inner membrane protein Smp
NOLKDBPD_04719	CDS	1017	lplA	6.3.1.20	COG0095	Lipoate-protein ligase A
NOLKDBPD_04720	CDS	720	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
NOLKDBPD_04721	CDS	1224	deoB	5.4.2.7	COG1015	Phosphopentomutase
NOLKDBPD_04722	CDS	1323	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
NOLKDBPD_04723	CDS	780	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
NOLKDBPD_04724	CDS	1278	nupX		COG1972	Putative nucleoside permease NupX
NOLKDBPD_04725	CDS	795	yjjV	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
NOLKDBPD_04726	CDS	1074				hypothetical protein
NOLKDBPD_04727	CDS	162				hypothetical protein
NOLKDBPD_04728	CDS	621	osmY_2		COG2823	Osmotically-inducible protein Y
NOLKDBPD_04729	CDS	1590	prfC		COG4108	Peptide chain release factor RF3
